timestamp,datetime,price_window,current_price,model_type,rf_prediction,rf_confidence,xgb_prediction,xgb_confidence,used_model,prediction,confidence,threshold_met,prediction_time,trade_executed,trade_id,trade_type,trade_time
1746265837,2025-05-03 15:20:37,"[96335.1, 96335.1, 96325.4, 96304.43, 96300.02]",96300.02,ensemble,UP,0.52,UP,0.84426934,XGBoost,UP,0.844269335269928,True,0.3048417568206787,,,,
1746265842,2025-05-03 15:20:42,"[96335.1, 96325.4, 96304.43, 96300.02, 96300.02]",96300.02,ensemble,UP,0.51,UP,0.8269079,XGBoost,UP,0.8269078731536865,True,0.3589053153991699,True,f2c2a701-0785-4cb1-bc61-75b562c03378,BUY,1.0049335956573486
1746265847,2025-05-03 15:20:47,"[96325.4, 96304.43, 96300.02, 96300.02, 96300.01]",96300.01,ensemble,UP,0.52,UP,0.87133175,XGBoost,UP,0.8713317513465881,True,0.2896711826324463,,,,
1746265852,2025-05-03 15:20:52,"[96304.43, 96300.02, 96300.02, 96300.01, 96293.65]",96293.65,ensemble,UP,0.52,UP,0.95189923,XGBoost,UP,0.9518992304801941,True,0.3096601963043213,,,,
1746265857,2025-05-03 15:20:57,"[96300.02, 96300.02, 96300.01, 96293.65, 96293.66]",96293.66,ensemble,UP,0.52,UP,0.83626693,XGBoost,UP,0.8362669348716736,True,0.308823823928833,,,,
1746265862,2025-05-03 15:21:02,"[96300.02, 96300.01, 96293.65, 96293.66, 96293.65]",96293.65,ensemble,UP,0.52,UP,0.8269079,XGBoost,UP,0.8269078731536865,True,0.3438682556152344,,,,
1746265867,2025-05-03 15:21:07,"[96300.01, 96293.65, 96293.66, 96293.65, 96293.66]",96293.66,ensemble,UP,0.52,UP,0.87544346,XGBoost,UP,0.8754434585571289,True,0.3014204502105713,,,,
1746265872,2025-05-03 15:21:12,"[96293.65, 96293.66, 96293.65, 96293.66, 96293.65]",96293.65,ensemble,UP,0.56,UP,0.8269079,XGBoost,UP,0.8269078731536865,True,0.31012701988220215,,,,
1746265877,2025-05-03 15:21:17,"[96293.66, 96293.65, 96293.66, 96293.65, 96293.66]",96293.66,ensemble,UP,0.56,UP,0.9108306,XGBoost,UP,0.9108306169509888,True,0.3102409839630127,,,,
1746265882,2025-05-03 15:21:22,"[96293.65, 96293.66, 96293.65, 96293.66, 96293.66]",96293.66,ensemble,UP,0.56,UP,0.9108306,XGBoost,UP,0.9108306169509888,True,0.3073081970214844,,,,
1746265887,2025-05-03 15:21:27,"[96293.66, 96293.65, 96293.66, 96293.66, 96293.66]",96293.66,ensemble,UP,0.56,UP,0.910969,XGBoost,UP,0.9109690189361572,True,0.31087827682495117,,,,
1746265892,2025-05-03 15:21:32,"[96293.65, 96293.66, 96293.66, 96293.66, 96293.66]",96293.66,ensemble,UP,0.56,UP,0.910969,XGBoost,UP,0.9109690189361572,True,0.3746979236602783,True,0b937720-b7b5-43dd-a401-34796cb51bd8,BUY,1.0035667419433594
1746265897,2025-05-03 15:21:37,"[96293.66, 96293.66, 96293.66, 96293.66, 96300.02]",96300.02,ensemble,UP,0.56,UP,0.8562469,XGBoost,UP,0.8562468886375427,True,0.5084772109985352,,,,
1746265902,2025-05-03 15:21:42,"[96293.66, 96293.66, 96293.66, 96300.02, 96300.02]",96300.02,ensemble,UP,0.56,UP,0.8707341,XGBoost,UP,0.8707340955734253,True,0.33503293991088867,,,,
1746265907,2025-05-03 15:21:47,"[96293.66, 96293.66, 96300.02, 96300.02, 96300.02]",96300.02,ensemble,UP,0.56,UP,0.9108306,XGBoost,UP,0.9108306169509888,True,0.33416032791137695,,,,
1746265912,2025-05-03 15:21:52,"[96293.66, 96300.02, 96300.02, 96300.02, 96300.02]",96300.02,ensemble,UP,0.56,UP,0.910969,XGBoost,UP,0.9109690189361572,True,0.3526308536529541,,,,
1746265917,2025-05-03 15:21:57,"[96300.02, 96300.02, 96300.02, 96300.02, 96300.03]",96300.03,ensemble,UP,0.52,UP,0.8562469,XGBoost,UP,0.8562468886375427,True,0.32531023025512695,,,,
1746265922,2025-05-03 15:22:02,"[96300.02, 96300.02, 96300.02, 96300.03, 96300.03]",96300.03,ensemble,UP,0.52,UP,0.8707341,XGBoost,UP,0.8707340955734253,True,0.33249449729919434,,,,
1746265927,2025-05-03 15:22:07,"[96300.02, 96300.02, 96300.03, 96300.03, 96300.02]",96300.02,ensemble,UP,0.52,UP,0.8269079,XGBoost,UP,0.8269078731536865,True,0.3274867534637451,,,,
1746265932,2025-05-03 15:22:12,"[96300.02, 96300.03, 96300.03, 96300.02, 96300.02]",96300.02,ensemble,UP,0.52,UP,0.8269079,XGBoost,UP,0.8269078731536865,True,0.31644463539123535,,,,
1746265937,2025-05-03 15:22:17,"[96300.03, 96300.03, 96300.02, 96300.02, 96300.03]",96300.03,ensemble,UP,0.52,UP,0.9108306,XGBoost,UP,0.9108306169509888,True,0.4007546901702881,,,,
1746265942,2025-05-03 15:22:22,"[96300.03, 96300.02, 96300.02, 96300.03, 96300.03]",96300.03,ensemble,UP,0.52,UP,0.9108306,XGBoost,UP,0.9108306169509888,True,0.34969353675842285,,,,
1746265947,2025-05-03 15:22:27,"[96300.02, 96300.02, 96300.03, 96300.03, 96300.02]",96300.02,ensemble,UP,0.52,UP,0.8269079,XGBoost,UP,0.8269078731536865,True,0.36475086212158203,True,e5cf3a7d-64e5-4942-b419-3fce754a5b97,BUY,1.0043268203735352
1746265952,2025-05-03 15:22:32,"[96300.02, 96300.03, 96300.03, 96300.02, 96300.03]",96300.03,ensemble,UP,0.52,UP,0.9108306,XGBoost,UP,0.9108306169509888,True,0.3172619342803955,,,,
1746265957,2025-05-03 15:22:37,"[96300.03, 96300.03, 96300.02, 96300.03, 96300.02]",96300.02,ensemble,UP,0.52,UP,0.83626693,XGBoost,UP,0.8362669348716736,True,0.34882235527038574,,,,
1746265962,2025-05-03 15:22:42,"[96300.03, 96300.02, 96300.03, 96300.02, 96300.03]",96300.03,ensemble,UP,0.52,UP,0.9108306,XGBoost,UP,0.9108306169509888,True,0.36156463623046875,,,,
1746265967,2025-05-03 15:22:47,"[96300.02, 96300.03, 96300.02, 96300.03, 96300.02]",96300.02,ensemble,UP,0.52,UP,0.8269079,XGBoost,UP,0.8269078731536865,True,0.32578134536743164,,,,
1746265972,2025-05-03 15:22:52,"[96300.03, 96300.02, 96300.03, 96300.02, 96300.02]",96300.02,ensemble,UP,0.52,UP,0.8269079,XGBoost,UP,0.8269078731536865,True,0.35860586166381836,,,,
1746265977,2025-05-03 15:22:57,"[96300.02, 96300.03, 96300.02, 96300.02, 96300.03]",96300.03,ensemble,UP,0.52,UP,0.8707341,XGBoost,UP,0.8707340955734253,True,0.34465599060058594,,,,
1746265982,2025-05-03 15:23:02,"[96300.03, 96300.02, 96300.02, 96300.03, 96300.03]",96300.03,ensemble,UP,0.52,UP,0.9108306,XGBoost,UP,0.9108306169509888,True,0.30030083656311035,,,,
1746265987,2025-05-03 15:23:07,"[96300.02, 96300.02, 96300.03, 96300.03, 96300.03]",96300.03,ensemble,UP,0.52,UP,0.9108306,XGBoost,UP,0.9108306169509888,True,0.2897062301635742,,,,
1746265992,2025-05-03 15:23:12,"[96300.02, 96300.03, 96300.03, 96300.03, 96300.03]",96300.03,ensemble,UP,0.52,UP,0.910969,XGBoost,UP,0.9109690189361572,True,0.2822737693786621,,,,
1746265997,2025-05-03 15:23:17,"[96300.03, 96300.03, 96300.03, 96300.03, 96300.03]",96300.03,ensemble,UP,0.52,UP,0.87854594,XGBoost,UP,0.8785459399223328,True,0.3120119571685791,,,,
1746266002,2025-05-03 15:23:22,"[96300.03, 96300.03, 96300.03, 96300.03, 96300.02]",96300.02,ensemble,UP,0.52,UP,0.95189923,XGBoost,UP,0.9518992304801941,True,0.5140912532806396,True,ed7b5d2f-05b2-46ec-8b6f-72b12f34703e,BUY,1.0172865390777588
1746266012,2025-05-03 15:23:32,"[96300.03, 96300.03, 96300.03, 96300.02, 96300.02]",96300.02,ensemble,UP,0.52,UP,0.83626693,XGBoost,UP,0.8362669348716736,True,0.32493138313293457,,,,
1746266017,2025-05-03 15:23:37,"[96300.03, 96300.03, 96300.02, 96300.02, 96295.05]",96295.05,ensemble,UP,0.52,UP,0.95189923,XGBoost,UP,0.9518992304801941,True,0.35378050804138184,,,,
1746266022,2025-05-03 15:23:42,"[96300.03, 96300.02, 96300.02, 96295.05, 96295.06]",96295.06,ensemble,UP,0.52,UP,0.83626693,XGBoost,UP,0.8362669348716736,True,0.3403451442718506,,,,
1746266027,2025-05-03 15:23:47,"[96300.02, 96300.02, 96295.05, 96295.06, 96295.06]",96295.06,ensemble,UP,0.52,UP,0.8269079,XGBoost,UP,0.8269078731536865,True,0.3424825668334961,,,,
1746266032,2025-05-03 15:23:52,"[96300.02, 96295.05, 96295.06, 96295.06, 96295.06]",96295.06,ensemble,UP,0.52,UP,0.87544346,XGBoost,UP,0.8754434585571289,True,0.31753087043762207,,,,
1746266037,2025-05-03 15:23:57,"[96295.05, 96295.06, 96295.06, 96295.06, 96295.05]",96295.05,ensemble,UP,0.52,UP,0.83626693,XGBoost,UP,0.8362669348716736,True,0.34712767601013184,,,,
1746266042,2025-05-03 15:24:02,"[96295.06, 96295.06, 96295.06, 96295.05, 96295.06]",96295.06,ensemble,UP,0.52,UP,0.910969,XGBoost,UP,0.9109690189361572,True,0.39636802673339844,,,,
1746266047,2025-05-03 15:24:07,"[96295.06, 96295.06, 96295.05, 96295.06, 96295.06]",96295.06,ensemble,UP,0.52,UP,0.910969,XGBoost,UP,0.9109690189361572,True,0.3277144432067871,,,,
1746266052,2025-05-03 15:24:12,"[96295.06, 96295.05, 96295.06, 96295.06, 96295.05]",96295.05,ensemble,UP,0.52,UP,0.83626693,XGBoost,UP,0.8362669348716736,True,0.3073770999908447,,,,
1746266057,2025-05-03 15:24:17,"[96295.05, 96295.06, 96295.06, 96295.05, 96295.06]",96295.06,ensemble,UP,0.52,UP,0.9108306,XGBoost,UP,0.9108306169509888,True,0.3437986373901367,True,67e904ff-281b-4913-9931-bacaae051722,BUY,1.0069832801818848
1746266062,2025-05-03 15:24:22,"[96295.06, 96295.06, 96295.05, 96295.06, 96274.83]",96274.83,ensemble,UP,0.54,UP,0.95189923,XGBoost,UP,0.9518992304801941,True,0.34744834899902344,,,,
1746266067,2025-05-03 15:24:27,"[96295.06, 96295.05, 96295.06, 96274.83, 96274.83]",96274.83,ensemble,UP,0.51,UP,0.84426934,XGBoost,UP,0.844269335269928,True,0.3194692134857178,,,,
